,hour,SegmentOffer,SegmentDispatch,SegmentEmissions,Commitment,Startup,Shutdown,MaxDual,MinDual,DMaxDual,DMinDual,RampMaxDual,RampMinDual,StartShutDual,Zone,LMP,MarginalCost,Profit,PreviousOffer,AvailableSegmentCapacity
301_CT_1-1,2,87.255791,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,766806.243717,0.000000,1000000.000000,0.000000,0.000000,0.000000,301,-1766718.987926,87.255791,-0.0,87.255791,4.000000
301_CT_1-2,2,99.695770,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,766818.683696,0.000000,1000000.000000,0.000000,0.000000,0.000000,301,-1766718.987926,99.695770,-0.0,99.695770,4.000000
301_CT_1-3,2,105.367241,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,766824.355167,0.000000,1000000.000000,0.000000,0.000000,0.000000,301,-1766718.987926,105.367241,-0.0,105.367241,4.000000
301_CT_2-0,2,87.255791,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,766806.243717,0.000000,1000000.000000,0.000000,0.000000,0.000000,301,-1766718.987926,87.255791,-0.0,87.255791,8.000000
301_CT_2-1,2,87.255791,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,766806.243717,0.000000,1000000.000000,0.000000,0.000000,0.000000,301,-1766718.987926,87.255791,-0.0,87.255791,4.000000
301_CT_2-2,2,99.695770,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,766818.683696,0.000000,1000000.000000,0.000000,0.000000,0.000000,301,-1766718.987926,99.695770,-0.0,99.695770,4.000000
301_CT_2-3,2,105.367241,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,766824.355167,0.000000,1000000.000000,0.000000,0.000000,0.000000,301,-1766718.987926,105.367241,-0.0,105.367241,4.000000
301_CT_3-0,2,28.469999,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999984.727113,0.000000,766762.730812,0.000000,0.000000,0.000000,301,-1766718.987926,28.469999,-0.0,28.469999,22.000000
301_CT_3-1,2,28.469999,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999984.727113,0.000000,766762.730812,0.000000,0.000000,0.000000,301,-1766718.987926,28.469999,-0.0,28.469999,11.000000
301_CT_3-2,2,29.286315,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999985.543429,0.000000,766762.730812,0.000000,0.000000,0.000000,301,-1766718.987926,29.286315,-0.0,29.286315,11.000000
301_CT_3-3,2,43.742887,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,766762.730812,0.000000,0.000000,0.000000,301,-1766718.987926,43.742887,-0.0,43.742887,11.000000
301_CT_4-0,2,28.469999,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999984.727113,0.000000,766762.730812,0.000000,0.000000,0.000000,301,-1766718.987926,28.469999,-0.0,28.469999,22.000000
301_CT_4-1,2,28.469999,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999984.727113,0.000000,766762.730812,0.000000,0.000000,0.000000,301,-1766718.987926,28.469999,-0.0,28.469999,11.000000
301_CT_4-2,2,29.286315,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999985.543429,0.000000,766762.730812,0.000000,0.000000,0.000000,301,-1766718.987926,29.286315,-0.0,29.286315,11.000000
301_CT_4-3,2,43.742887,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,1000000.000000,0.000000,766762.730812,0.000000,0.000000,0.000000,301,-1766718.987926,43.742887,-0.0,43.742887,11.000000
302_CT_1-0,2,87.255791,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999981.888550,0.000000,0.000000,0.000000,0.000000,0.000000,302,-999894.632759,87.255791,-0.0,87.255791,8.000000
302_CT_1-1,2,87.255791,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999981.888550,0.000000,0.000000,0.000000,0.000000,0.000000,302,-999894.632759,87.255791,-0.0,87.255791,4.000000
302_CT_1-2,2,99.695770,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999994.328529,0.000000,0.000000,0.000000,0.000000,0.000000,302,-999894.632759,99.695770,-0.0,99.695770,4.000000
302_CT_1-3,2,105.367241,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302,-999894.632759,105.367241,-0.0,105.367241,4.000000
302_CT_2-0,2,87.255791,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999981.888550,0.000000,0.000000,0.000000,0.000000,0.000000,302,-999894.632759,87.255791,-0.0,87.255791,8.000000
302_CT_2-1,2,87.255791,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999981.888550,0.000000,0.000000,0.000000,0.000000,0.000000,302,-999894.632759,87.255791,-0.0,87.255791,4.000000
302_CT_2-2,2,99.695770,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999994.328529,0.000000,0.000000,0.000000,0.000000,0.000000,302,-999894.632759,99.695770,-0.0,99.695770,4.000000
302_CT_2-3,2,105.367241,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302,-999894.632759,105.367241,-0.0,105.367241,4.000000
302_CT_3-0,2,33.791603,0.000000,0.000000,1.000000,-0.000000,0.000000,71.575638,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,302,-999894.632759,33.791603,-0.0,33.791603,22.000000
302_CT_3-1,2,33.791603,0.000000,0.000000,1.000000,-0.000000,0.000000,71.575638,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,302,-999894.632759,33.791603,-0.0,33.791603,11.000000
302_CT_3-2,2,38.382410,0.000000,0.000000,1.000000,-0.000000,0.000000,66.984831,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,302,-999894.632759,38.382410,-0.0,38.382410,11.000000
302_CT_3-3,2,38.635080,0.000000,0.000000,1.000000,-0.000000,0.000000,66.732162,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,302,-999894.632759,38.635080,-0.0,38.635080,11.000000
302_CT_4-0,2,33.791603,0.000000,0.000000,1.000000,0.000000,0.000000,71.575638,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,302,-999894.632759,33.791603,-0.0,33.791603,22.000000
302_CT_4-1,2,33.791603,0.000000,0.000000,1.000000,0.000000,0.000000,71.575638,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,302,-999894.632759,33.791603,-0.0,33.791603,11.000000
302_CT_4-2,2,38.382410,0.000000,0.000000,1.000000,0.000000,0.000000,66.984831,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,302,-999894.632759,38.382410,-0.0,38.382410,11.000000
302_CT_4-3,2,38.635080,0.000000,0.000000,1.000000,0.000000,0.000000,66.732162,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,302,-999894.632759,38.635080,-0.0,38.635080,11.000000
307_CT_1-0,2,27.894691,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999992.419921,0.000000,0.000000,0.000000,0.000000,0.000000,307,-999964.525230,27.894691,-0.0,27.894691,22.000000
307_CT_1-1,2,27.894691,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999992.419921,0.000000,0.000000,0.000000,0.000000,0.000000,307,-999964.525230,27.894691,-0.0,27.894691,11.000000
307_CT_1-2,2,29.220233,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999993.745463,0.000000,0.000000,0.000000,0.000000,0.000000,307,-999964.525230,29.220233,-0.0,29.220233,11.000000
307_CT_1-3,2,35.474770,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,307,-999964.525230,35.474770,-0.0,35.474770,11.000000
307_CT_2-0,2,27.894691,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999992.419921,0.000000,0.000000,0.000000,0.000000,0.000000,307,-999964.525230,27.894691,-0.0,27.894691,22.000000
307_CT_2-1,2,27.894691,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999992.419921,0.000000,0.000000,0.000000,0.000000,0.000000,307,-999964.525230,27.894691,-0.0,27.894691,11.000000
307_CT_2-2,2,29.220233,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999993.745463,0.000000,0.000000,0.000000,0.000000,0.000000,307,-999964.525230,29.220233,-0.0,29.220233,11.000000
307_CT_2-3,2,35.474770,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,307,-999964.525230,35.474770,-0.0,35.474770,11.000000
313_CC_1-0,2,15.731579,170.000000,36.823878,1.000000,-0.000000,0.000000,0.000000,999981.978848,0.000000,0.000000,0.000000,0.000000,0.000000,313,-999966.247269,15.731579,-169996936.40416002,15.731579,170.000000
313_CC_1-1,2,15.731579,61.666667,13.357681,1.000000,-0.000000,0.000000,0.000000,999981.978848,0.000000,0.000000,0.000000,0.000000,0.000000,313,-999966.247269,15.731579,-61665555.69562066,15.731579,61.666667
313_CC_1-2,2,26.755735,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999993.003004,0.000000,0.000000,0.000000,0.000000,0.000000,313,-999966.247269,26.755735,-0.0,26.755735,61.666667
313_CC_1-3,2,33.752731,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,313,-999966.247269,33.752731,-0.0,33.752731,61.666667
315_STEAM_1-0,2,75.436777,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999951.337121,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,75.436777,-0.0,75.436777,5.000000
315_STEAM_1-1,2,75.436777,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999951.337121,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,75.436777,-0.0,75.436777,2.333333
315_STEAM_1-2,2,100.399529,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999976.299874,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,100.399529,-0.0,100.399529,2.333333
315_STEAM_1-3,2,124.099655,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,124.099655,-0.0,124.099655,2.333333
315_STEAM_2-0,2,75.436777,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999951.337121,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,75.436777,-0.0,75.436777,5.000000
315_STEAM_2-1,2,75.436777,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999951.337121,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,75.436777,-0.0,75.436777,2.333333
315_STEAM_2-2,2,100.399529,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999976.299874,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,100.399529,-0.0,100.399529,2.333333
315_STEAM_2-3,2,124.099655,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,124.099655,-0.0,124.099655,2.333333
315_STEAM_3-0,2,75.436777,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999951.337121,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,75.436777,-0.0,75.436777,5.000000
315_STEAM_3-1,2,75.436777,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999951.337121,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,75.436777,-0.0,75.436777,2.333333
315_STEAM_3-2,2,100.399529,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999976.299874,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,100.399529,-0.0,100.399529,2.333333
315_STEAM_3-3,2,124.099655,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,124.099655,-0.0,124.099655,2.333333
315_STEAM_4-0,2,75.436777,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999951.337121,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,75.436777,-0.0,75.436777,5.000000
315_STEAM_4-1,2,75.436777,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999951.337121,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,75.436777,-0.0,75.436777,2.333333
315_STEAM_4-2,2,100.399529,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999976.299874,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,100.399529,-0.0,100.399529,2.333333
315_STEAM_4-3,2,124.099655,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,124.099655,-0.0,124.099655,2.333333
315_STEAM_5-0,2,75.436777,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999951.337121,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,75.436777,-0.0,75.436777,5.000000
315_STEAM_5-1,2,75.436777,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999951.337121,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,75.436777,-0.0,75.436777,2.333333
315_STEAM_5-2,2,100.399529,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999976.299874,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,100.399529,-0.0,100.399529,2.333333
315_STEAM_5-3,2,124.099655,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,124.099655,-0.0,124.099655,2.333333
315_CT_6-0,2,26.401998,22.000000,7.997749,1.000000,-0.000000,0.000000,0.000000,999902.302343,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,26.401998,-21997850.651545998,26.401998,22.000000
315_CT_6-1,2,26.401998,11.000000,3.998874,1.000000,-0.000000,0.000000,0.000000,999902.302343,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,26.401998,-10998925.325772999,26.401998,11.000000
315_CT_6-2,2,26.895675,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999902.796020,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,26.895675,-0.0,26.895675,11.000000
315_CT_6-3,2,31.855768,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999907.756112,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,31.855768,-0.0,31.855768,11.000000
315_CT_7-0,2,26.401998,22.000000,7.997749,1.000000,-0.000000,0.000000,0.000000,999902.302343,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,26.401998,-21997850.651545998,26.401998,22.000000
315_CT_7-1,2,26.401998,11.000000,3.998874,1.000000,-0.000000,0.000000,0.000000,999902.302343,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,26.401998,-10998925.325772999,26.401998,11.000000
315_CT_7-2,2,26.895675,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999902.796020,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,26.895675,-0.0,26.895675,11.000000
315_CT_7-3,2,31.855768,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999907.756112,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,31.855768,-0.0,31.855768,11.000000
315_CT_8-0,2,26.401998,22.000000,7.997749,1.000000,0.000000,0.000000,0.000000,999902.302343,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,26.401998,-21997850.651545998,26.401998,22.000000
315_CT_8-1,2,26.401998,11.000000,3.998874,1.000000,0.000000,0.000000,0.000000,999902.302343,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,26.401998,-10998925.325772999,26.401998,11.000000
315_CT_8-2,2,26.895675,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999902.796020,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,26.895675,-0.0,26.895675,11.000000
315_CT_8-3,2,31.855768,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,999907.756112,0.000000,0.000000,0.000000,0.000000,0.000000,315,-999875.900345,31.855768,-0.0,31.855768,11.000000
316_STEAM_1-0,2,21.116646,62.000000,58.992715,1.000000,-0.000000,0.000000,0.000000,999993.841947,0.000000,0.000000,0.000000,0.000000,0.000000,316,-999972.725301,21.116646,-61999618.200714,21.116646,62.000000
316_STEAM_1-1,2,21.116646,31.000000,29.496357,1.000000,-0.000000,0.000000,0.000000,999993.841947,0.000000,0.000000,0.000000,0.000000,0.000000,316,-999972.725301,21.116646,-30999809.100357,21.116646,31.000000
316_STEAM_1-2,2,21.287879,31.000000,29.735541,1.000000,-0.000000,0.000000,0.000000,999994.013180,0.000000,0.000000,0.000000,0.000000,0.000000,316,-999972.725301,21.287879,-30999814.40858,21.287879,31.000000
316_STEAM_1-3,2,27.274699,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,316,-999972.725301,27.274699,-0.0,27.274699,31.000000
318_CC_1-0,2,26.845141,0.000000,0.000000,1.000000,-0.000000,0.000000,1973.154859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,318,2000.000000,26.845141,0.0,26.845141,170.000000
318_CC_1-1,2,26.845141,0.000000,0.000000,1.000000,-0.000000,0.000000,1973.154859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,318,2000.000000,26.845141,0.0,26.845141,61.666667
318_CC_1-2,2,27.276623,0.000000,0.000000,1.000000,-0.000000,0.000000,1972.723377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,318,2000.000000,27.276623,0.0,27.276623,61.666667
318_CC_1-3,2,31.529241,0.000000,0.000000,1.000000,-0.000000,0.000000,1968.470759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,318,2000.000000,31.529241,0.0,31.529241,61.666667
321_CC_1-0,2,22.732463,170.000000,53.211277,1.000000,-0.000000,0.000000,0.000000,999988.785370,0.000000,0.000000,0.000000,0.000000,0.000000,321,-999966.052908,22.732463,-169998093.51307,22.732463,170.000000
321_CC_1-1,2,22.732463,61.666667,19.302130,1.000000,-0.000000,0.000000,0.000000,999988.785370,0.000000,0.000000,0.000000,0.000000,0.000000,321,-999966.052908,22.732463,-61665975.431207925,22.732463,61.666667
321_CC_1-2,2,25.908321,61.666667,21.998751,1.000000,-0.000000,0.000000,0.000000,999991.961229,0.000000,0.000000,0.000000,0.000000,0.000000,321,-999966.052908,25.908321,-61666171.27578565,25.908321,61.666667
321_CC_1-3,2,33.947092,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,321,-999966.052908,33.947092,-0.0,33.947092,61.666667
322_CT_5-0,2,23.334982,22.000000,7.068682,1.000000,-0.000000,0.000000,0.000000,833423.756194,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,23.334982,-18335322.63629,23.334982,22.000000
322_CT_5-1,2,23.334982,11.000000,3.534341,1.000000,-0.000000,0.000000,0.000000,833423.756194,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,23.334982,-9167661.318145,23.334982,11.000000
322_CT_5-2,2,26.499179,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,833426.920391,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,26.499179,-0.0,26.499179,11.000000
322_CT_5-3,2,27.894691,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,833428.315903,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,27.894691,-0.0,27.894691,11.000000
322_CT_6-0,2,23.334982,22.000000,7.068682,1.000000,-0.000000,0.000000,0.000000,833423.756194,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,23.334982,-18335322.63629,23.334982,22.000000
322_CT_6-1,2,23.334982,11.000000,3.534341,1.000000,-0.000000,0.000000,0.000000,833423.756194,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,23.334982,-9167661.318145,23.334982,11.000000
322_CT_6-2,2,26.499179,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,833426.920391,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,26.499179,-0.0,26.499179,11.000000
322_CT_6-3,2,27.894691,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,833428.315903,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,27.894691,-0.0,27.894691,11.000000
323_CC_1-0,2,26.429209,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999994.701719,0.000000,0.000000,0.000000,0.000000,0.000000,323,-999968.272510,26.429209,-0.0,26.429209,170.000000
323_CC_1-1,2,26.429209,59.917581,21.804529,1.000000,-0.000000,0.000000,0.000000,999994.701719,0.000000,0.000000,0.000000,0.000000,0.000000,323,-999968.272510,26.429209,-59917263.53981902,26.429209,61.666667
323_CC_1-2,2,30.277557,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999998.550067,0.000000,0.000000,0.000000,0.000000,0.000000,323,-999968.272510,30.277557,-0.0,30.277557,61.666667
323_CC_1-3,2,31.727490,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,323,-999968.272510,31.727490,-0.0,31.727490,61.666667
323_CC_2-0,2,26.429209,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999994.701719,0.000000,0.000000,0.000000,0.000000,0.000000,323,-999968.272510,26.429209,-0.0,26.429209,170.000000
323_CC_2-1,2,26.429209,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999994.701719,0.000000,0.000000,0.000000,0.000000,0.000000,323,-999968.272510,26.429209,-0.0,26.429209,61.666667
323_CC_2-2,2,30.277557,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,999998.550067,0.000000,0.000000,0.000000,0.000000,0.000000,323,-999968.272510,30.277557,-0.0,30.277557,61.666667
323_CC_2-3,2,31.727490,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,323,-999968.272510,31.727490,-0.0,31.727490,61.666667
322_HYDRO_1-0,2,0.000000,29.500000,0.000000,1.000000,0.000000,0.000000,0.000000,833400.421213,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,0.000000,-24585312.4257835,0.000000,29.500000
322_HYDRO_1-1,2,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,833400.421213,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,0.000000,-0.0,0.000000,0.000000
322_HYDRO_1-2,2,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,833400.421213,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,0.000000,-0.0,0.000000,0.000000
322_HYDRO_1-3,2,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,833400.421213,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,0.000000,-0.0,0.000000,0.000000
322_HYDRO_2-0,2,0.000000,29.500000,0.000000,1.000000,-0.000000,0.000000,0.000000,833400.421213,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,0.000000,-24585312.4257835,0.000000,29.500000
322_HYDRO_2-1,2,0.000000,0.000000,0.000000,1.000000,-0.000000,0.000000,0.000000,833400.421213,0.000000,0.000000,0.000000,0.000000,0.000000,322,-833400.421213,0.000000,-0.0,0.000000,0.000000
